instagram_account,username,comment
https://www.instagram.com/heriyanto_fxi/,heriyanto_fxi,Biaya Perjalanan Tiket Pesawat beli dimana ya😂
https://www.instagram.com/asnawi_na/,asnawi_na,"Cepat pindah ke ikn ,,, Anies mau majukan Jakarta tampah beban.😂😂😂😂😂"
https://www.instagram.com/yayakmuhammadhaqqulyaqin/,yayakmuhammadhaqqulyaqin,Terus ikn buat candi gt astaga
https://www.instagram.com/herikakek751/,herikakek751,presiden IKN pertama dlm sejarah
https://www.instagram.com/ra6naroc/,ra6naroc,Iyalah mau kencing berak dmn di ikn
https://www.instagram.com/abdurrozzaq86/,abdurrozzaq86,😂😂
https://www.instagram.com/yankbacht/,yankbacht,😂😂😂😂
https://www.instagram.com/indraswari33/,indraswari33,"Woow IKN juga indonesia lho !!! Kok sewot ama jakarta atau IKN ? Podo bae laaaa, yg penting di lantik, presiden, tempat jangan jd ukuran"
https://www.instagram.com/goanaga/,goanaga,"Wadduuh, padahal sy dah booking hotel bintang 7 di ikn pak....😮"
https://www.instagram.com/gestaana/,gestaana,hancur kayanya NKRI ditangan penerus soeharto... 😂
https://www.instagram.com/tatang_eff/,tatang_eff,Terserah dimana jg
https://www.instagram.com/hbr409/,hbr409,Bisik2 opo mungkin teruskan dynasti aku
https://www.instagram.com/binsar_matondang/,binsar_matondang,Parah
https://www.instagram.com/its_mei/,its_mei,"Belum jadi, ga tau kapan"
https://www.instagram.com/dianindiartis/,dianindiartis,Gedung MPR nya kan emang di Jakarta Bung..
https://www.instagram.com/benz_fsrd/,benz_fsrd,Jakarta udah DKJ woy
https://www.instagram.com/desinovitarr/,desinovitarr,Ikn hanya untuk family king joko
https://www.instagram.com/m_firmansyah31/,m_firmansyah31,"Sesuai UU presiden d wakil terpilih dilantik di ibu kota negara, bisa nggk sah kalo dilantik di jakarta yg sdh bukan ibukota negara"
https://www.instagram.com/muftizarmuftizar/,muftizarmuftizar,di ikn aj lantik
https://www.instagram.com/vebryjuvewijaya/,vebryjuvewijaya,Hambalang part 2
https://www.instagram.com/farrel_ryo_usmany/,farrel_ryo_usmany,Apakah akan Mangkrak ya?
https://www.instagram.com/ar1f1n66/,ar1f1n66,MPR dan DPR enggan pindah ke IKN...
https://www.instagram.com/m_faqihrahman/,m_faqihrahman,😂😂😂
https://www.instagram.com/rahmatullahbakier/,rahmatullahbakier,Kok gak di IKN biar lbh menarik.. Kan jd Pusat ibukota.. 😂😂😂
https://www.instagram.com/jeng_sri05/,jeng_sri05,Semoga lancar dan sukses..Sehat selalu buat Bp Jendral Prabowo Subianto 🙏😇
https://www.instagram.com/bo_jack99/,bo_jack99,Lho...bukannya ibukota negara sudah pindah ke IKN... ntar nanti kalau presiden tdk dilantik di IKN ada yg bilang ga sah ?
https://www.instagram.com/jamal_come_my_your_run/,jamal_come_my_your_run,"PEMIMPIN YANG SEBENTAR LAGI DILANTIK, PRESTASINYA HANYA MAKAN GRATIS..!! 🤭🤫"
https://www.instagram.com/ey_iskandar/,ey_iskandar,Presiden jakarta bukan presiden RI 😂
https://www.instagram.com/leaneedra20/,leaneedra20,😍😍😍
https://www.instagram.com/subhanarba/,subhanarba,Sepertinya akan mangkrak😂
https://www.instagram.com/andreasisondo/,andreasisondo,Lhoo..lhoo..piye toh…kan sudah dipersiapkan istana Presiden nan megah untuk mulai memerintah…ya pelantikannya di istana IKN donk…nanti apa kata pak wi…😁😁
https://www.instagram.com/yohanesagusariwibowo/,yohanesagusariwibowo,😮😮😮😮😮😮
https://www.instagram.com/mazziwan21/,mazziwan21,"Hahahahahahahhaha IKN BUKAN PRIORITAS PROGRAM PRABOWO 😂😂😂 dia cerdik kok, nothing to lose terhadap ikaen 😂😂😂 kalo gagal yg kena jokowi, kalo berhasil dia tinggal meresmikan"
https://www.instagram.com/d4rl15_welkom/,d4rl15_welkom,"Kemungkinan pun, jangankan dilantik, bekerja juga tetap di jakarta, sehat selalu pak prabowo 😂"
https://www.instagram.com/dianmsttanameh/,dianmsttanameh,Alhamdullilah jadi ga jauh jauh dehh yaaa
https://www.instagram.com/ekasatriaaaa_/,ekasatriaaaa_,Terus presiden IKNnya Jokowi? Wkwkwkkw😂
https://www.instagram.com/mand4u8687/,mand4u8687,2030 🔥🔥🔥
https://www.instagram.com/hifzhanul_saudagarmuda/,hifzhanul_saudagarmuda,Hahahahahahahahahahahahshaaa lagu2an sih lu pada
https://www.instagram.com/dhandy_hantu_laut/,dhandy_hantu_laut,dah lantik z di ikn di bawah pohon ..kan bagus suasana alam terbuka 😂😂😂
https://www.instagram.com/hudahafizh/,hudahafizh,Proyek gagal. ..
https://www.instagram.com/naufakoi/,naufakoi,Ternyata presiden lama sudah tdk berwenang menentukan tempat pelantikan 😂😂😂
https://www.instagram.com/affan7325/,affan7325,IKN Sepi (mangkrak)??
https://www.instagram.com/rahmadisuardi/,rahmadisuardi,"Mantapss, gak sabarr liat Prabowo vs Jokowi"
https://www.instagram.com/sabriansyah310/,sabriansyah310,🔥🔥🔥🔥🔥🔥🔥
https://www.instagram.com/jayavalandra/,jayavalandra,😂😂
https://www.instagram.com/4s_hamz/,4s_hamz,😂😂😂IKN buat 17 agustusan klrga aja..😂😂😂
https://www.instagram.com/cahyadi.gema/,cahyadi.gema,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂
https://www.instagram.com/sany_aje/,sany_aje,Lebih baguss di IKN pelantikannya... 👏👏🔥🔥🔥
https://www.instagram.com/mr.albertstefanus/,mr.albertstefanus,😂😂😂😂
https://www.instagram.com/aleppocurst_/,aleppocurst_,Kiamat  besok paa kabar
https://www.instagram.com/rizkyraya930/,rizkyraya930,Monya manyih
https://www.instagram.com/zaleekha_gwen/,zaleekha_gwen,😂😂
https://www.instagram.com/changeth.id_72/,changeth.id_72,Emangnya kami peduli? 😂
https://www.instagram.com/taufikhidha/,taufikhidha,"Terserah mana tempat pelantikan, yg ptg harha kebutuhan pokok murah, terserah bagaimana caranya...."
https://www.instagram.com/calon__mantu___/,calon__mantu___,Why? 😂😂😂😂
https://www.instagram.com/pakslametri/,pakslametri,Eng Ing Eng..... Sudah mulai kelihatan IKN bukan menjadi First Priority.... Mau ketawa dulu aaah..... 😂😂😂😂
https://www.instagram.com/mulyanayana081072/,mulyanayana081072,Prikitiwwwww😂😂😂😂😂😂😂
https://www.instagram.com/yulia_ghia/,yulia_ghia,Lah terus presidennya ada 2?
https://www.instagram.com/hanya_di_konoha/,hanya_di_konoha,IKN BAKL MANGKRAK
https://www.instagram.com/willy.yang.agung/,willy.yang.agung,Beeee..... Tsrah lah
https://www.instagram.com/kenconowibowo/,kenconowibowo,Wah jangan2 ntar ngga lama lagi ciptaan dinasti syailendra mendapatkan saingan baru nih
https://www.instagram.com/e_sapta/,e_sapta,Tanda-tanda Candi baru
https://www.instagram.com/broadcastecowins/,broadcastecowins,"Kalo bukan di ibu kota negara, mending di Jonggol aja"
https://www.instagram.com/anggitanovia99/,anggitanovia99,Gk sabar pgn sgra dilantik biar bs kritik pak de joko secara lantang
https://www.instagram.com/dhonnyjhoe/,dhonnyjhoe,"Logikanya gini, lu bangun rumah, baru jadi pondasinya saja tp lu udh tidurin, situ sehat?"
https://www.instagram.com/ksarmawan/,ksarmawan,IKN itu untuk apa ya
https://www.instagram.com/harisantosomessi/,harisantosomessi,"Siaga satu ikn apkh akn mangkrak/akn serius ampe tuntas yg cuma ada investor swasta aja,krn cuma di pake upacara aja stlh itu semua kembali ke rmh masing"""
https://www.instagram.com/rentalmirrorlessbdg/,rentalmirrorlessbdg,triliunan buat upacara 17an doang nih?
https://www.instagram.com/dewa_tewel_kliki/,dewa_tewel_kliki,😂
https://www.instagram.com/rama_dhan/,rama_dhan,Lha jakarta sudah dicabut bukan daerah istimewa Pak...wkwkwk 😂 pie tu Pak...
https://www.instagram.com/dewopakde/,dewopakde,Nah lho b
https://www.instagram.com/fachrudinovic/,fachrudinovic,IKN cuma jadi lambang dan monumen ke du nguan nasional
https://www.instagram.com/hasnidahakamudin/,hasnidahakamudin,Ya kami hanya rakyat kecil aja...
https://www.instagram.com/notwire321/,notwire321,"Siapa sh yg milih prabowo,, tu liat kelakuannya"
https://www.instagram.com/hvrnzoke/,hvrnzoke,Serah dah ah .....
https://www.instagram.com/arethaanandhita/,arethaanandhita,"Tinggal di IKN buktikan kalau IKN  ibu kota ..... berani ga .... mereka berdua tinggal di Kalimantan,,,,,kalau masih di jakarta rugi dong..."
https://www.instagram.com/bung_fico/,bung_fico,Tanda2 prabowo ga mau ke ikn😂
https://www.instagram.com/abetz_fie/,abetz_fie,Bodo amat..😂
https://www.instagram.com/gputra_andreass/,gputra_andreass,Ya janji MENERUSKAN tinggal janji.. yg penting starling masih seliweran
https://www.instagram.com/rain_diorama/,rain_diorama,Dukung ikn tapi ga mau tinggal di ikn 😂
https://www.instagram.com/herdinisuryanto/,herdinisuryanto,😮😮😮😂😂😂
https://www.instagram.com/sabarchzendrato/,sabarchzendrato,Goreng trs dan tambah minyak
https://www.instagram.com/janrysihotang/,janrysihotang,Mulai ga sinkron yee 😂
https://www.instagram.com/rachmartua81/,rachmartua81,"Iyah jakarta lah, ikn belom layak😂"
https://www.instagram.com/karim.em.ha/,karim.em.ha,"Dendam akar rumput gerindra ke jokowi tuh sebenarnya lebih dalam banget, 2x di kalahkan dg catatan. Bayangkan 2x loh pak prabowo menolak hasil pilpres. 😀 kayak kita gak pernah tau aja, prabowo diinjek injek oleh kubu nya jokowi selama 2x pilpres."
https://www.instagram.com/miyantook/,miyantook,Tanda tanda mangkrak makin nyata... Trus gunanya dibangun apa ya😂😂
https://www.instagram.com/alexander_golan/,alexander_golan,Gedung MPR dan DPR masih di jakarta pasti dilantik di jakarta.jika gedung MPR RI ada di IKN pasti akan dilantik di IKN  harus cerdas dalam berkomentar
https://www.instagram.com/iwanwibawa/,iwanwibawa,Ongkos nya mahal angkut orang begitu banyak😂😂😂
https://www.instagram.com/ryujin_red/,ryujin_red,"Pertanda IKN mangkrak, semoga IKN mangkrak."
https://www.instagram.com/emasyhudi/,emasyhudi,Rugi donkkk...
https://www.instagram.com/adiragilsetiyawan/,adiragilsetiyawan,panas 🔥🔥
https://www.instagram.com/madesukisna/,madesukisna,Lha iyalah wong IKN belum punya gedung DPR MPR ; kecuali dilantik di gedung serbaguna atau di lapangan
https://www.instagram.com/syafril_je_en/,syafril_je_en,Kalau menurut saya lebih bagus pelantikan di IKN karena sejarah akan mencatat presiden pertama yg dilantik di IKN
https://www.instagram.com/ziznwar/,ziznwar,ga jelas😂
https://www.instagram.com/prast_21/,prast_21,Terserah yang punya power aja dah🤭🤣
https://www.instagram.com/meriana_sitorus/,meriana_sitorus,Suka suka
https://www.instagram.com/ayusuryana_/,ayusuryana_,😂😂😂😂😂
https://www.instagram.com/ngkur_593/,ngkur_593,Knp GK di IKN ?
https://www.instagram.com/ngkur_593/,ngkur_593,Kan IKN kebanggan kalian 😂
https://www.instagram.com/p373rlim/,p373rlim,IKN = IBU KOTA NEPOTISMMM ????
https://www.instagram.com/kniaa_810/,kniaa_810,Miris permaian apa lagi ni
https://www.instagram.com/robet_map/,robet_map,terserah mau dilantik dimana....di rumahnya bowo boleh juga koq...
https://www.instagram.com/eriariantory/,eriariantory,G peduli mau dimanapun wkwk
https://www.instagram.com/hendry_kurniawann/,hendry_kurniawann,BIKIN MANGKRAK IKN !!!!
https://www.instagram.com/anelkagaco7/,anelkagaco7,Gedung blom siap...gmn cara lantik di IKN
https://www.instagram.com/nikita.willy999/,nikita.willy999,Kan target IKN cuma buat upacara
https://www.instagram.com/bang_hilda/,bang_hilda,Hambalang Jilid II
https://www.instagram.com/nur.holillah22my/,nur.holillah22my,BETUL KATA BULE ITU 😂😂
https://www.instagram.com/moh_kasim_r/,moh_kasim_r,HUT RI direncanakan di IKN. Kok Pelantikan Presiden terpilih di Daerah Khusus Jakarta.... Berarti mundurnya Kepala Otorita Pembangunan IKN bisa jadi indikator bahwa memang pembangunan IKN masih banyak masalahnya...
https://www.instagram.com/nisasetiasih/,nisasetiasih,😂😂😂
https://www.instagram.com/ammarrrrr__rr/,ammarrrrr__rr,Mending demo dulu gede'an biar ga nyesel nantinya
https://www.instagram.com/adiaryo85/,adiaryo85,Ga jadi di IKN???
https://www.instagram.com/nurul_la3ly/,nurul_la3ly,🤣🤣
https://www.instagram.com/pietra.widiadi/,pietra.widiadi,"Lo, knp gak IKN kan udah diajak ke sana.... 😂😂😂"
https://www.instagram.com/xaprig_/,xaprig_,Hoax
https://www.instagram.com/yuyungumay99/,yuyungumay99,Kenapa ngak di IKN aja itu kan kebanggaan Jokowi
https://www.instagram.com/vincentkromen/,vincentkromen,Prabowo pernah dua kali derita di tangan Jokowi...ingat itu.
https://www.instagram.com/alvian_sandrya/,alvian_sandrya,IKN adalah ambisi Kogake
https://www.instagram.com/fathimahazzahraaaaaaa/,fathimahazzahraaaaaaa,WKWKWKWK WARGA RT 58 UDAH SADAR BELUM?
https://www.instagram.com/sibuear14/,sibuear14,"𝙸𝚝𝚞 𝚕𝚎𝚋𝚒𝚑 𝚋𝚊𝚒𝚔, 𝚓𝚔𝚠 𝚗𝚐𝚊𝚖𝚋𝚎𝚔 𝚔𝚊𝚑"
https://www.instagram.com/dddsp97/,dddsp97,IKN 30 tahun lagi baru kelihatan kemajuan nya
https://www.instagram.com/fatimah.harun.50/,fatimah.harun.50,"Gibran yg bakalan berkuasa di IKN, Prabowo di Jakarta, krn Prabowo bukan tipikal penimpin sejati, to pemimpin militer. Bisa kacau proyek² pakde di IKN. Pasti gt settingannya"
https://www.instagram.com/pap.iko/,pap.iko,udah cepet lantik dah dah biar sijoko ga bikin lagi kebijakan ngawur yang bikin rakyat susah
https://www.instagram.com/sena_digdhaya/,sena_digdhaya,Ta jelaaass. Gedung DPR-MPR Belom dibuat di IKN... Jelas pelantikan di Jakarta..😂😂😂
https://www.instagram.com/simonsimonpetrus586/,simonsimonpetrus586,Mau dimana pun serahkan semuanya kepada Tuhan Imanuel 🙏
https://www.instagram.com/dyratiwi/,dyratiwi,🤣
https://www.instagram.com/penniieee/,penniieee,HAH? INI APALAGI SIII??
https://www.instagram.com/haryoadiyatman_sh_mkn/,haryoadiyatman_sh_mkn,Dilantik aja di jakarta terus upacara kemerdekaan yg lebih rempong mau di IKN??? *bingung ga tuh
https://www.instagram.com/ennytamanu/,ennytamanu,Wakilnya di Lantik di Gresik...pabrik Asam Sulfat
https://www.instagram.com/miantomark10/,miantomark10,"Krn ikn akan mangkrak, dibangun hanya untuk upacara hut ri, itu diadakan dilapangan desa sudah bisa ga usah  keluar biaya banyak"
https://www.instagram.com/niberamamareko/,niberamamareko,Usia kakek ini 73tahun.. mudah2an kena angin tidak mengigil😂
https://www.instagram.com/totokamto5/,totokamto5,Pertimbangan MPR danDPR di Jakarta
https://www.instagram.com/sntymarbun/,sntymarbun,Probowo dilantik di jakarta kalau gibran di lantik di IKN ya?
https://www.instagram.com/aleksandraherani/,aleksandraherani,Bikin berita yang cerdas tentunya yang Lantik itu MPR dan yang ada gedung MPR di jakarta dan ikn belum ada tentunya tidak masalah
https://www.instagram.com/aidarwatiaida/,aidarwatiaida,Dimanapun prabowo dilantik itu tidak jadi issue jakarta negara kita jiga ikn negara kita jiga yg penting berjalan Aman damai dan lancar
https://www.instagram.com/aidarwatiaida/,aidarwatiaida,The best president terpilih🔥
https://www.instagram.com/wiyoto72/,wiyoto72,"Karena IKN blm layak jd ibu kota,"
https://www.instagram.com/shiddiql/,shiddiql,🤣🤣🤣🤣
https://www.instagram.com/just.satrios/,just.satrios,"prabowo dilantik gak di IKN, rumah hibah negara buat jokowi dibangun gak di IKN... lha trus IKN yg nempatin siapaaaaa ?? 😢"
https://www.instagram.com/miomirfox80/,miomirfox80,Yg akan jd mantan skrg nasibnya ditangan Presiden baru. Mulai pake ilmu sok baik plus menjilat. Karena dia udah meninggalkan rekan2 setianya si merah.
https://www.instagram.com/aroell_bastian/,aroell_bastian,Hambalang jilid 2😂
https://www.instagram.com/_muhamai/,_muhamai,Lahhhh🤣
https://www.instagram.com/ytri932/,ytri932,CATAT HAMBANG KE 2 DI IKN DAN CATAT SIAPA YANG PUNYA AMBISI BIKIN IKN💁‍♂️💁‍♂️💁‍♂️💁‍♂️💁‍♂️🇮🇩🇮🇩🇮🇩🇮🇩
https://www.instagram.com/supriyantoriyono/,supriyantoriyono,Yang dilantik di IKN si Samsul saja biar jadi wapres IKN
,,Hidden by Instagram
https://www.instagram.com/hengky_ia/,hengky_ia,"Kata Wowo dlm hati : enak aja aja lu Wiwi atur atur gw suruh tidur di IKN, mata elu somplak wi kaga liat rumah gw ada kolam renang anget + kandang kuda gw + lapangan golf di Hambalang? Ndasmu peyang wi kaga liat rumah gw gede + koleksi gw antik² di Kertanegara mau gw biarin debuan... Yeee Sorry yeee... Gw stay JKT aje yeeee wi, klo elu kan kaga punya rmh di JKT... Elu wi kan numpang tidur di rogob 😂😂😂😂 (ayep nich gw ga lama lg kijang 1 nguber nich, perasaan gw kaga enak) 🏃..☁️☁️"
https://www.instagram.com/binsar_matondang/,binsar_matondang,Nepotisme lanjut trus
https://www.instagram.com/yukariii899/,yukariii899,"Emangnya negara ini sudah tdk ad lg yg cerdas, Yg pny kharisma di mt dunia"
https://www.instagram.com/agneskenez/,agneskenez,Silahkan suka2...dari awal sebelum pemilu kan sdh tau dan sdh di atur u kemengan 02.
https://www.instagram.com/adtyabryans/,adtyabryans,Smoga Anies di terima oleh MK di menangkan oleh MK amin 🤲🤲
https://www.instagram.com/lizachalis/,lizachalis,Hasil nya sudah di duga .....aturan sudah mantaap
https://www.instagram.com/siswoyos061/,siswoyos061,Selamat dan sukses atas kemenangan ✌️✌️❤️❤️🇲🇨🇲🇨Pilihan mayoritas rakyat 🇲🇨🇲🇨🇲🇨
https://www.instagram.com/sucipto_niasuciptohadipran/,sucipto_niasuciptohadipran,Yg di inginkan banyak orang gibran didiskualifikasi...soal menang prabowo ttp pemenangnya gk bisa di gangu gugat selamat utk prabowo semoga amanah dlm menjalankan pemerintahan yg akan dtng....
https://www.instagram.com/darsukma_bakti/,darsukma_bakti,"Kepedean, gk berkah aja"
https://www.instagram.com/warungibutienbali/,warungibutienbali,Sudah pasti menang Bapak Prabowo Gibran sudah pasti menang Presiden RI thn 2024- 2029. 2 periode ♥️✌️🇲🇨🙏
https://www.instagram.com/yuzefri2/,yuzefri2,wapres tidak punya malu naik karena ayah melanggar konstitusi
https://www.instagram.com/zikoku_jiwoku/,zikoku_jiwoku,Kami tak rela pemimpin yg lahir dr nepotisme dan ilegal😂
https://www.instagram.com/leqxi/,leqxi,Nanti 5 thn lg si samsul jd pleciden... Tak perlu protes lah emg org indo byk yg 78 😂😂😂
https://www.instagram.com/isep9896/,isep9896,😂😂😂😂😂 yakin soalnya MK nya sdh di kondisikan jauh-jauh hari 😂😂😂
https://www.instagram.com/siddik_hs/,siddik_hs,Ya kami bisa apa selain lapang dada😂😂😂😂
https://www.instagram.com/faradiba_umar/,faradiba_umar,Uda tau pesanan bapak e 😂
https://www.instagram.com/fritzrpellau/,fritzrpellau,Kalau mau jadi politisi hebat harus punya rasa takut terhadap Tuhan
https://www.instagram.com/emirojanah/,emirojanah,"Menang tetapi tidak bermartabat ,malu atuh"
https://www.instagram.com/syarifah.nurjanah.92/,syarifah.nurjanah.92,Bangga amat dg hasil boongan kecurangan …
https://www.instagram.com/sugiono.spkp/,sugiono.spkp,TOlak kecurangan ❗❗❗
https://www.instagram.com/adminaahhh/,adminaahhh,Selamat buat 02 semoga amanah buka lapangan kerja seluas luasnya bagi anak cucu indonesia
https://www.instagram.com/dyanjaejoong/,dyanjaejoong,Loh emng udh tau duluan gtu ya?
https://www.instagram.com/mei_hua_humairoh/,mei_hua_humairoh,"Perampasan hak suara , di jaman now"
https://www.instagram.com/kekayuh_dodol/,kekayuh_dodol,"Waaahhhh… kubu 02 sudah mengetahui keputusan Hakim MK nanti…. Dasar Hakim MK memutuskan ialah… Tunduk, Patuh serta Taat kepada Sang Maha Kuasa Yang Mulia Sri Paduka Baginda Raja Presiden Negara Kerajaan Republik Indonesia!!!"
https://www.instagram.com/alvindef52018/,alvindef52018,"Udah pasti menanglah ,mana ada yg berani sih sama pak lurah semua sudah di kondisikan"
https://www.instagram.com/yukariii899/,yukariii899,"Kpn mau sejahtera nya, rakyat ini, kl yg mimpin negri nya siji planga plongo gt, siji maning  badut. 😂"
https://www.instagram.com/wahyu_monochrome/,wahyu_monochrome,Lain lagi klo semua hakim MK sudah di ajak makan malam sama mukidi 😜😝
https://www.instagram.com/vickys7423/,vickys7423,Minim yg cacat hukum ditendang... Klu pun dipaksain menang ...artinya 5 th yg sia2....
https://www.instagram.com/lapak_hobby/,lapak_hobby,Apakah MK berani diskualifikasi anak presiden ??
https://www.instagram.com/dyusyus/,dyusyus,plonga plongo
https://www.instagram.com/bintangaries65/,bintangaries65,Artinya mereka sdh intervensi?? Kok pe de bgt😂...hukum di negri ini kn bisa dibeli
https://www.instagram.com/wivieheart/,wivieheart,Keinginan manusia jgn melampaui kehendak yg Maha Kuasa...ngk boleh ngatur2 kita hanyalah makhluk tdk boleh gunakan cara2 licik..cara2 licik adalah kehendak iblis..kalau blm paham2 tunggulah MurkaNya
https://www.instagram.com/erwin_lie_05/,erwin_lie_05,🩵✌️Ok gassss    👍💯🩵❤️‍🔥
https://www.instagram.com/rinidani5/,rinidani5,❤️halo selamat siang suaradotcom yg terhormat kuasa Hukum Bapak Presiden Prabowo Subiato..Gibran Rakabuming Raka . Fahri Bachmid  hakulyakin jika prabowo gibran adalah presiden terpilih periode 2024..2029 begitu pengumuman di sampaikan maka apapun hasil yang kita terima dengan lapang dada amiiin amiiin yra❤️❤️
https://www.instagram.com/suny1752/,suny1752,Mereka sudah tau dan patut diduga sudah atur2..
https://www.instagram.com/awesajalahawesajalah/,awesajalahawesajalah,Semoga saja
https://www.instagram.com/lauranatalia6564/,lauranatalia6564,YG KALAH PASTI KEBAKARAN JENGGOT 😂😂 BILANG CURANG BUKTI GK ADA
https://www.instagram.com/dedsecxasassins/,dedsecxasassins,Iyalah kan mereka takut jika Anis jdi presiden
https://www.instagram.com/marzboymarzuki/,marzboymarzuki,"NKRI DIAMBANG KEHANCURAN KARENA DIPIMPIN DENGAN CARA YANG TIDAK BAIK DAN AKAN DIGANTIKAN DENGAN PEMIMPIN BANDIT MAFIA KKN, MUNAFIK DAN PASIK.."
https://www.instagram.com/rahmataffandi1979/,rahmataffandi1979,"2029 percuma ikut nyoblos juga. Sudah ditentukan pemenangnya, coblos aja belum pemenangnya sdh ada. Enakan tidur pas hari pencoblosan mah. Mimpi indah. Mimpi nyoblos di negara konoha payah"
https://www.instagram.com/irianto7662/,irianto7662,Simbol satanic dipertontonkan
https://www.instagram.com/dunia3878/,dunia3878,Tenang saja semua sdh di atur pak lurah
https://www.instagram.com/abitlazuardiabit_sh/,abitlazuardiabit_sh,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂
https://www.instagram.com/taufik_daydo_hidayat/,taufik_daydo_hidayat,Negri para pembohong ....hukum dikangkangi demi ambisi berkuasa...reformasi 98 sirna ..nepotisme menjadi cermin bagi bangsa ini bahwa negri bisa diatur atas dasar kesepakatan
https://www.instagram.com/johnnimsemeth/,johnnimsemeth,❤️❤️😍😍🔥🔥
https://www.instagram.com/art_jepret/,art_jepret,"Klau gk semua keinginan lu, jangan demo dan lapang dada juga ya. Hahah"
https://www.instagram.com/ikawatisisil_adeevafoto/,ikawatisisil_adeevafoto,Iyalah kasian Mk...diintervensi sama yang kalah tidak mencapai 50% suara.
https://www.instagram.com/tamafirmansyah751/,tamafirmansyah751,😂😂
https://www.instagram.com/kabar_net/,kabar_net,"Ya , apapun putusan MK kita hormati dan terima, sebaliknya kalau Lo  02 kalah jgn buat kerusuhan !!!"
https://www.instagram.com/carerawagiyem/,carerawagiyem,Pemegang kendali nggak heran😂😂😂
https://www.instagram.com/hadian3520/,hadian3520,Kalau kalah jangan marah yah.
https://www.instagram.com/nursusi9/,nursusi9,Segitu amat ngento nya
https://www.instagram.com/kartikanirmala25/,kartikanirmala25,Songong
https://www.instagram.com/negeri_parabajingan/,negeri_parabajingan,02 kalah  bisa terima gak?
https://www.instagram.com/a53pfarhan/,a53pfarhan,Lapang dada menerima kecurangan...???
https://www.instagram.com/lanang8001/,lanang8001,Kalau BATAL / GAGAL Pasti PINTU - MEJA Rata Semua 😂😂😂
https://www.instagram.com/ichsandahrul/,ichsandahrul,Ya deh ya
https://www.instagram.com/lu2_anelies/,lu2_anelies,MK skrg da bny di intervensi.. semoga Para Hakim MK Do The Right Thing utk mengembalikan marwah MK bkn jd mahkamah keluarga yg sdh Di Rusak Paman Usman
https://www.instagram.com/syawaluddin957/,syawaluddin957,Allohuma yahdik
https://www.instagram.com/syat.hori/,syat.hori,Gak usah bangga dengan kemenangan curang +Di manipulasi demi sang anak sulung  melanjutkan duduk di kursi singgasananya.
https://www.instagram.com/yudi_kiemas/,yudi_kiemas,Gak tau nya pilpres ulang
https://www.instagram.com/zackypr0/,zackypr0,
https://www.instagram.com/caprita_69/,caprita_69,Koq kyk anak ODGJ yoooo...🥺🥺
https://www.instagram.com/ameliaahmad._890/,ameliaahmad._890,😂😂😂😂
https://www.instagram.com/kopebiko/,kopebiko,Semoga tuhan membuka topeng mereka . Amin. Gbu indonesia
https://www.instagram.com/anggerprayogo182/,anggerprayogo182,Oke Gas.. oke Gas. Mamak kau antri beras. Tet teret tetterettet tet tet teretet..
https://www.instagram.com/putr_mta/,putr_mta,Bukan pd tapi sudah sampai ke MK malah ga ada bukti yang akurat
https://www.instagram.com/rahayu.rulita/,rahayu.rulita,Semoga anis dimenangkan dlm pemilihan RT
https://www.instagram.com/iwanb1975/,iwanb1975,Lapang Dada NYOLONG SUARA 😂
https://www.instagram.com/6666saiful/,6666saiful,"Seandainya ditolak gugatan 01 & 03 seluruhnya mmng hati nurani hakim” MK sdh tertutup nilai” kebenaran,,,,"
https://www.instagram.com/winningspirit.rg/,winningspirit.rg,"Halah bacot, coba kalau posisi kalah"
https://www.instagram.com/maryatirahim/,maryatirahim,na'uzdubillah
https://www.instagram.com/fatmawaty99/,fatmawaty99,👍👍✌️✌️✌️♥️😇
https://www.instagram.com/misw.anto5175/,misw.anto5175,Sycophants triators
https://www.instagram.com/anto_penjol11/,anto_penjol11,B E  R  A  K........
https://www.instagram.com/e.ghuchi/,e.ghuchi,02 dr awal sdh TDK sah
https://www.instagram.com/love_rsland97/,love_rsland97,"Kalo tuh bocah ga di lolosin jadi cawapres, baru lapang dada"
https://www.instagram.com/divaaria27/,divaaria27,Asyik aza.aq.ma $ naik trs pengaruhna.....yeeachhh
https://www.instagram.com/fahmialatas_3065/,fahmialatas_3065,02 era 2019 mampir mk jg kan yak cmiiw... caseny sama loh cuma beda kandidat dan ada 3 kubu aj casenya sama padahal....
https://www.instagram.com/fa_rida5185/,fa_rida5185,"Berpikirlah yg positif 02 Jendral Prabowo unggul menang karna pilihan rakyat, kenapa dibilang curang kan dimasing masing TPS ada saksi2"
https://www.instagram.com/fa_rida5185/,fa_rida5185,utk 01 n 03 klo ga mau siap kalah jangan nyapres ya.. daripada bikin rusuh n gosip ga karuan
https://www.instagram.com/sitiisalbiah23/,sitiisalbiah23,klu pun menang 02 tdk bermartabat isin atuh bamyak org nggak buta dan tuli lho negri ini kasian sekolah tinggi2 dibodohi
https://www.instagram.com/tatotanjungbalai/,tatotanjungbalai,Pede'in ajalah walau sedikit malu malu.. yg satu nampak bahagia karena udah terbiasa..!
https://www.instagram.com/ommy_reborn/,ommy_reborn,😂😂😂😂
https://www.instagram.com/megamey178/,megamey178,"Sdh tau lh arahnya kmn, apa yg mau di harapkan🥴"
