publishedAt,authorDisplayName,textDisplay,like_count,likeCount
2024-04-27T05:35:04Z,@Perampok04,"Anjg , ngakak gw kalo keinget anis pidato 😂",,0.0
2024-04-26T10:57:27Z,@pyudiepyudie438,Kesini cuma pengen liat asam sulfat pidato,,0.0
2024-04-26T09:51:03Z,@SumariyahSorong-gx2dx,Sdh ksh mkn. Lansia yg enak tjhplhrb satu. Taun. Tigakali sj. Sdh. Syukur soalny. Pejabat daerah. Dari duluuuu e.. Mana o.,,0.0
2024-04-26T08:24:18Z,@dianeka5234,"Bapak Prabowo bijak amet pa, masyaallah 😍 smoga bpk sehat sll",,0.0
2024-04-26T08:06:15Z,@gitachannel598,Puji Tuhan...,,0.0
2024-04-26T08:04:27Z,@enawati9241,"Selamat buat Pak prabowo dan pak Gibran , kalau anis jd priden oh pasti makin sombong dan sy yakin yg ada di isi kepala nya hanya ingin memperkaya diri, sedangkan pak Prabowo yg telah berkorban untuk dia aja di kasi nilai merah,oh anis2",,1.0
2024-04-26T06:36:31Z,@TheKetota,"Selamat sukses pak Prabowo dan Mas Gibran, diberi mandat dan kepercayaan oleh mayoritas rakyat Indonesia untuk memimpin NKRI , semoga pemerintahan bapak Prabowo Gibran membuat negara maju dan tidak lg ada Rakyat Indonesia dibawah garis kemiskinan",,0.0
2024-04-26T06:18:27Z,@riyantoriyan7522,"Negeri ini di perebutakan dg yawa mbah 2 ku  dari tangan penjajah belanda , jepang, portugis , inggris.  Nenek moyangku mengusirnya <br>Seharusnya  rukun membangun negeri ini <br>Pilihan dah sekesai sebaiknya  rukun kembali membangun indonesia  kedepanya. <br>Hilangkan rasa dendam . ❤❤❤❤",,2.0
2024-04-26T05:06:00Z,@sugamedia8789,"Saya baru sadar! Seperti halnya olahraga, apabila di tangan yg tepat insyaAllah Indonesia mendunia. <br>Saya yakin pak Prabowo akan menjadi presiden yang amanah bagi rakyat. Tugas kami sudah selesai pak, sekarang tugas anda membuktikan kalau Indonesia itu negara yang sangat kaya untuk memakmurkan rakyat bukan untuk satu kalangan seperti halnya kasus 271T dan 3000T.",,0.0
2024-04-26T04:26:58Z,@Botim71-ck3uh,"Bismillah.<br>Alhamdulillah segala puji hanya milik Allah.<br><br>ya Allah ya rabbal Al-Amin jadikanlah pak Prabowo dan mas Gibran pemimpin Indonesia Raya yang jujur, amanah dan seorang pemimpin yang cinta dan sayang kepada kami rakyat fakir dan miskin yang berada di seluruh pelosok negeri Indonesia Raya ini.🇮🇩<br><br>Ya Allah ya rabbal Al-Amin limpahkan lah Rahmat-Mu dan ampunan-MU kepada kami.<br> ya Allah ya rabbal Al-Amin jagalah negeri Indonesia dan limpahkan lah barokah dari langit dan bumi/tanah air ku ini.🇮🇩<br><br>Aamiin ya Allah ya rabbal Al-Amin.<br><br>Salam untuk seluruh rakyat Indonesia Raya dari Sabang sampai Merauke.<br><br>NKRI HARGA MATI.🇮🇩<br>dari Abdullah Pasundan (hamba Allah dari suku Sunda)",,0.0
2024-04-26T02:33:23Z,@DarulAmrizal-mh1dg,Ngomong aja udh sesak2 napas gimana mau mimpin negara🤦🤦🤦,,0.0
2024-04-26T02:24:18Z,@DarulAmrizal-mh1dg,Itu mata Gibran tu juling atau gimana🤣🤣,,0.0
2024-04-26T02:13:51Z,@alirahman5152,Ini yg mantap pembukaan dengan menyebut basmallah.. jokowi rasa nya tdk pernah pidato dgn basmallah. InsyaAllah apa bila pidatu dgn awal basmallah maka akan amanah dan jujur,,1.0
2024-04-26T00:41:09Z,@lanangan-du1uk,Teringat pidato jamannya presiden idolaku dr.H.seharto.. semoga Allah SWT memberikan rahmatnya kepada Indonesia yg terbaik..❤,,0.0
2024-04-25T17:45:33Z,@lukmanpky0196,kok gak hadir pk Ganjar dengan pak Mahfud MD,,0.0
2024-04-25T15:55:47Z,@NMunGaming,Anies ngapain?,,0.0
2024-04-25T14:40:39Z,@AdheLabibAdheLabib,Selamat Pak Prabowo Subianto Menjadi Presiden Indonesia 2024 Semoga Bisa Memajukan Negara Indonesia Dan Menjadi Negara Makmur 🤲🏻🤲🏻🤲🏻😊😊😊👍🏻👍🏻👍🏻,,0.0
2024-04-25T13:06:05Z,@birinspt8829,Jangan lupa janjinya ya lak. MAKAN SIANG GRATIS segeta aja pak. Mudahan bapak tidak pura lupa nanti dgn janji itu.,,0.0
2024-04-25T10:49:30Z,@vwuwv98,Alhamdulillah akhirnya bapak Prabowo Subianto resmi jadi presiden Indonesia dan Gibran Rakabuming raka sebagai wakil presiden termuda di Indonesia semoga kedepannya Indonesia menjadi negara yang lebih baik lagi dan di hormati oleh negara&quot; di dunia dan tidak bisa di tikung oleh negara Benu Eropa dan Indonesian 5 tahun kedepannya akan masuk 10 besar ekonomi terkuat di dunia dan akan menjadi negara adikuasa di belahan bumi selatan,,1.0
2024-04-25T10:41:07Z,@user-sg4cx3js5e,Kami Prabowo  Gibran. Ok Yes,,0.0
2024-04-25T09:24:11Z,@rudyvinanta1215,Selamat pak Prabowo.. walau saya pendukungnya pak anis,,0.0
2024-04-25T07:09:05Z,@raihan9359,"Kami rakyat Indonesia telah mengantar Bapak Prabowo Gibran sebagai Presiden dan Wakil Presiden, dan saatnya bapak memgantar kami rakyat Indonesia menuju masyarakat yang sejahtera aman dan damai, bebas dari para koruptor yang menggarong kekayaan negara",,28.0
2024-05-03T05:24:05Z,@galihsaputro2161,"bebas dr koruptor menaikan gaji pejabat ,dan menaikan pajak ,emg bgtu konsepny",,0.0
2024-05-09T15:41:32Z,@user-pj3ye3qg4r,"Suharto,",,1.0
2024-07-01T16:21:32Z,@mobilegaming9426,Ngimpi...loe,,0.0
2024-04-25T06:56:14Z,@MANXONE,selamat bertugas jendral<br>bersikap adil lah untuk negara yg anda pimpin,,0.0
2024-04-25T06:06:48Z,@Hvssampulcoklatjeungpalastik,Bersatu kita teguh bercerai kita berantakan,,0.0
2024-04-25T05:29:22Z,@bambangimadudin5841,"Ternya pak anis berjiwa kestria, hebat,, selamat pak presiden Prabowo",,1.0
2024-04-25T03:13:59Z,@ferianggi5834,"semoga Alusista Republik indonesia makin modern,",,1.0
2024-04-25T03:06:48Z,@awanperak5977,"Ikhlaskan saja..<br>Siapa pun terpilih itu artinya kehendak langit.<br>Biar pun semisalnya emang ada unsur-unsur kecurangan, tetep aja itu adalah sbw takdir.<br>Karena sudah ketok palu menang.<br>Tinggal kita hanya bisa berdoa saja semoga langit gak salah pilih.<br>Andaikan saja semisalkan ternyata emang beneran ternyata salah pilih, maka biarkan saja. Mau gimana lagi. Wong emang terbukti menang di MK.<br>Intinya pemimpin yang terpilih mau membangun bangsa agar tidak terpuruk.<br><br>Biasanya untuk memperbaiki sbw negara yg buruk dari dulu, maka yg diperlukan itu adalah revolusi mental dan sistem.<br>Sistem yg paling penting paling utama adalah masalah hukum.<br>Sistem yg membuat orang takut korupsi atau merugikan sbw negara.<br>Mental yg harus diperbaiki itu adalah mental masyarakat yang punya rasa tanggung jawab terhadap kewajiban dlm bekerja.<br>Dimulai dari diperbaiki dlm perekrutan pekerja baik itu di sipil maupun swasta.<br>Terutama di bidang penegak hukum. Kalau dari perekrutan sudah bagus maka akan melahirkan pekerja yg beneran kerja sesuai fungsinya.<br>Nanti mental yg pengen kerja sudah dibentuk sejak kecil tentang norma dan etika yg baik.<br>Terus kalau di sistem itu yg terpenting bikin sistem agar tikus2 berdasi gak bisa masuk dapurnya negara terutama di tambang biar gak kecolongan lagi 271T.<br><br>🙏Semoga pemimpin yang terpilih beneran memperbaiki bangsa ini.<br>Apa lagi pernah menjadi pasukan khusus yg rela mati di medan tempur.<br>Pastilah punya darah patriotik bela bangsa.<br>Udah saling melengkapi.<br><br>Kita berdoa saja.",,0.0
2024-04-25T02:37:07Z,@WahyuniPurba-lo1cn,Kami media apresiasi terimakasih atas dedikasinya pak memimpin bangsa ini,,3.0
2024-04-25T02:20:17Z,@studywithus3481,"Sudah tidak ada lagi 01,02,03 semuanya NKRI",,0.0
2024-04-25T01:08:54Z,@fahrihamzah1808,tugas kami sudah selesai jendral❤,,0.0
2024-04-25T01:00:58Z,@paps1987,"<a href=""https://www.youtube.com/watch?v=oScwQx6MgEg&amp;t=506"">8:26</a>",,0.0
2024-04-25T00:20:53Z,@maldiirwan1535,"<a href=""https://www.youtube.com/watch?v=oScwQx6MgEg&amp;t=512"">8:32</a>",,0.0
2024-04-24T23:54:14Z,@gies2822,Sejarah baru buat Indonesia baru kali ini anak presiden lgsg bsa ngejabat walkot dan wapres disaat orgtua masih  menjabat . Anak anak presiden lain mank ada tapi kudu brpa lama tu untuk bsa jadi,,1.0
2024-04-24T17:29:07Z,@user-ko6fj5ns2n,"Kontestasi telah selesai, marilanjutkan proyek,lajutkan utang dan lanjutkan korupsi. Itu baru keren",,0.0
2024-04-24T16:16:16Z,@a_phel0,bismillah...,,0.0
2024-04-24T16:10:35Z,@yan..yoyon_,Salam hormatku Pak Prabowo ❤ Selamat bertugas,,0.0
2024-04-24T15:49:52Z,@TNI_AD98,TUGAS KAMI SELESAI JENDRAL 🎉,,0.0
2024-04-24T15:37:09Z,@waisalkarni6791,"Semoga amanah ya pak, jangan hanya omon omon aja, ingat janji adalah hutang, semoga bisa sesuai janji kampanye",,0.0
2024-04-24T15:33:50Z,@rinisyahfitri3299,❤❤❤❤❤❤❤❤ cinta pk prabowo dan mas gibran ❤❤❤❤❤❤ bravo presidenku❤❤❤❤❤cinta indonesia,,0.0
2024-04-24T15:31:43Z,@rinisyahfitri3299,Selamat pk prabowo dan mas gibran trlah ditetapkan semoga dilingdungi allah swt,,0.0
2024-04-24T15:19:59Z,@fiangadogado,Selamat bertugas,,0.0
2024-04-24T15:01:28Z,@turkykurniawan8137,Keren,,1.0
2024-04-24T14:56:22Z,@EmiEmi-tp2eg,hhhhhhhhhhhhhhh selamat anda jadi  presiden tapi saya mohon pak wakil anda di ganti,,0.0
2024-04-24T14:59:01Z,@EmiEmi-tp2eg,selamat untuk Prabowo tapi tidak buat gibran,,0.0
2024-04-24T15:00:45Z,@EmiEmi-tp2eg,wakil anda di ganti dengan pak Anis Baswedan. JD rakyat akan bersatu,,0.0
2024-04-24T14:55:14Z,@yulfaizal6015,Selamat pak Prabowo JD presiden repuplik Indonesia semoga amanah  pidato bapak sangat menyentuh sangat berlapang dada dan kami doa kan bapak selalu prima dan tegar dalam memimpin bangsa ini amin YRA.,,0.0
2024-04-24T14:51:43Z,@user-cd2ip2me3g,Tolong pk prabowo jgn kadih kursi y di kabibet bpk yaitu anis .amin. ganjar,,0.0
2024-04-24T14:47:40Z,@agobally,Cie anak abah dan cucu nenek <br>Membisu kalian.?,,0.0
2024-04-24T14:39:31Z,@SerkahaJabatan,Setelah ini di tetpkan jangan serakah jabatan pak.... Dulu pak jokowi lngsung mundur dari jabatan gubenur,,0.0
2024-04-24T14:25:47Z,@herrysetiawan1093,Satu kata untuk pidato yg bapak Prabowo sampaikan....keren 👍,,0.0
2024-04-24T14:25:46Z,@IpinLau,Wow keren presiden kita alhamdulillah,,1.0
2024-04-24T14:24:05Z,@agusbudiono8556,Presiden terpilih cuma penuhi syarat prosedural tapi prosesnya dicampuri tangan2 kotor kekuasaan.,,0.0
2024-04-24T14:08:25Z,@Denmas401,Selamat untuk Pak Prabowo dan Gibran.. mudah2an indonesia semakin maju dan rakyatnya lebih sejahtera,,0.0
2024-04-24T13:51:34Z,@the1theonlyme258,Itu ada si  anies n imin 😂,,0.0
2024-04-24T13:41:14Z,@ronisangpemancing7113,pak jokowi dan pak prabowo pancen top markotop,,0.0
2024-04-26T10:58:55Z,@pyudiepyudie438,Wakilnya ga pantes..<br>Masih bocah,,0.0
2024-04-24T13:32:44Z,@RafterRyanto,Tinggal balikan ama bu titik😂,,1.0
2024-04-24T13:26:41Z,@hadiarbanyu,Pidato ini mnjadi cttan dan rekam jejak digital cetak maupun electronic. Semoga mmpu mnjlnkn tugas dengan baik. 🤲,,12.0
2024-04-24T13:25:34Z,@rienadoank18,"Bener ya pak ditggu janjinya... INGIN YG TERBAIK UTK RAKYAT INDONESIA, bukan utk para pejabat yg haus kekuasaan",,0.0
2024-04-24T13:15:58Z,@Muhhajirin-jp2fd,"Ok...Gasss....Ok....Gasss<br>Selamat bertugas Bapak Jendral, semoga Amanah🤲 Aamiin",,1.0
2024-04-24T13:09:14Z,@kngBotax,"Akhirnya bapak kita naik juga, kalo udah naik gini gimana kalo kita akhiri meme pak gibran ini... Semangat terus pak gibran, bawa Indonesia ke green energy",,0.0
2024-04-24T13:03:59Z,@Omkimo,Saya dari dulu gk pernah dujung pak prabowo. Tapi tahun ini 100% langsung 9rabowo walaupun bokap demennya sama 01 tapi saya tetap yakin 02. Dan saya salut sama bapak selalu berjuang nyapres 3x dan bisa menang telak. Padahal harapan saya dulu 02 menang tapi 2 putaran,,3.0
2024-04-24T13:01:09Z,@ramrrc71chanel,Semoga Bpk H . Prabowo Subianto &amp; Mas Gibran Rakabuming Raka dipanjangkan usianya sehat wal afiat selalu baik lahir maupun batin . Aamiin Yaa Rabbal Aalamiin 💙💙,,6.0
2024-04-24T12:59:14Z,@smartfone7626,Bagi saya tidak berhasil pemilu 2024 karena Presiden &#39;cawe2&#39;,,0.0
2024-04-24T12:55:13Z,@smartfone7626,Rakyat tidak Minta jkw cawe2,,0.0
2024-04-24T12:54:33Z,@smartfone7626,Udah lah ..jangan banyak bicara.....rakyat bisa muak,,0.0
2024-04-24T12:52:27Z,@smartfone7626,Kedaulatan ada di tangan Presiden Pak Prabowo.....jangan pura2 atas nama rakyat....,,0.0
2024-04-24T12:43:03Z,@bagindavot9073,"Horeeeeeee,presiden ku orang cina..! Karena bangsa asli indonesia sibuk ngurusi perang agama dan suku",,0.0
2024-04-24T12:42:56Z,@sidinjua5463,TINGGAL PEMBUKTIAN,,0.0
2024-04-24T12:33:12Z,@arisfilsa610,"Akhirnya Pak Prabowo tunjukkan Jati dirinya sebagai pemimpin, <br>Bukan sebagai seorang Jendral besar, melainkan seorang Bapak besar bagi seluruh bangsa Indonesia.<br>Orang Nomor 1 di Indonesia.<br><br>Bertahanlah Bapak.<br>Semangat Bapak,❤",,7.0
2024-04-24T12:20:38Z,@hartoyowildan6344,Gk ada aura nya......😊😊,,0.0
2024-04-24T12:18:49Z,@yogipradana6490,Indonesia majuuu🎉,,0.0
2024-04-24T12:15:47Z,@decapolpuava8163,Jd inget slogan Macan Asia,,1.0
2024-04-24T12:04:58Z,@briefclutuation,"mari kita lihat bersama gimana hancurnya Indonesia ditangan gemoy yg tau joget aja,umur sudah tua,belum tentu bisa selesaikan masa jabatan ny",,0.0
2024-04-24T11:56:05Z,@Mfikrimf,Kok gua salpok Ama muka Anis,,0.0
2024-04-24T11:47:51Z,@nasruddinumar1472,"Presiden terpilih 2024, betul2 terasa tdk pantas akibat dipaksakan dgn gelontoran kecurangan, presiden dan wapres yg tdk legitimasi akibat kecurangan",,1.0
2024-04-24T11:43:54Z,@supriyandi583,"Anies dan Ganjar hadir ga tuh.,?<br>Lw ga hadir berarti lg nangis..",,0.0
2024-04-24T11:39:00Z,@fachrurozyozy7305,Naruto... Naruto... Naruto....,,0.0
2024-04-24T11:30:10Z,@huridati567,Jgn d ajk poslon 1 n 2 gabung sebaliky kubu 1 n 2 d ajk kualisi jgn mau supay gedung DPR RI ramai,,0.0
2024-04-24T11:28:49Z,@cokie_cokie,"Yang negarawan hadir setelah kontestasi , yang kader gak hadir 😂",,0.0
2024-04-24T11:23:25Z,@user-vb8te7zw3o,"Assalamualaikum,,slamat sukses smg sll mnyertai kita smua trutama pak prabowo smg tdk ada kata pidato ke 1ke2 k3 dah sahhh jadi presiden kami rakyat lelah banget pemilu 2024 ini bnyak bnget trik and intriknya rakyat bangga ahirnya RI balik ke awal pny presiden dr militer(TNI/KOPASSUS)smg amanah🙏🇮🇩",,0.0
2024-04-24T11:11:49Z,@ReyAndreano,Mantap Pakde Prabowo pidatonya!! Semangat untuk majunya NKRI. ❤🇮🇩⚘,,9.0
2024-04-24T11:04:41Z,@zuliantozulianto3522,Asiiiiiik.....makan siang gratiiiiis.....,,0.0
2024-04-24T11:01:10Z,@nadaayuazzahra,"selamat dan sukses buat bapak probowo dan mas gibrann,👍👍",,2.0
2024-04-24T10:58:03Z,@adriyadhi3092,Saya gk pilih pasangan ini tapi lega lihat diputuskannya dan sy mendukung tentunya semoga bisa membawa negara dan bangsa ini lebih baik.,,0.0
2024-04-24T10:23:15Z,@majutrauh637,"alhamdullah,,,selamat presiden baru kami soma amanah...ingat pesan kami ya pk Prabowo dn Gibran..jangan ajak aniss masuk dalam kabinet..yg lain terserah..😂",,0.0
2024-04-24T10:13:45Z,@watunesochanel,Sukse Selalu Pak Prabowo Dan Pak Gibran❤❤❤,,4.0
2024-04-24T10:02:52Z,@user-jl5ue6ec9q,Fahri hamzah ngak di sebut namanya kasihan 😂😂,,0.0
2024-04-24T09:55:46Z,@juaihelmi1464,"Selamat Pa Prabowo semoga bisa mengemban amanah menjadi Presiden, semoga adil dan sejahtera bagi rakyat Indonesia",,0.0
2024-04-24T09:51:40Z,@Mainajmain-wm3th,Mantap,,0.0
2024-04-24T09:51:22Z,@lusysuprihatin9643,Menyala presidenkuuu...🎉❤,,0.0
2024-04-24T09:50:21Z,@user-hf3km6lp6i,"selamat untuk BPK. Prabowo dan Mas Gibran ,Karena TUHAN YANG MAHA ESA yang telah memilih Anda berdua , saya berdoa  kiranya Roh ALLAH ,selalu memberikan hikmatNya dan jadi pemimpin Anda berdua ,dan selalu bermberi kerendahan hati, supaya Anda berdan tetap tegas dan berintegritas . Perlindungan Tuhan sempurna atas Anda berdua dalam nama Yesus saya serahkan Anda berdua dalam lindungan tanganNya yang perkasa yaitu TUHAN ALLAH SANG PENCIPTA AMIN❤❤❤❤",,4.0
2024-04-24T09:24:42Z,@ahmadr9131,Selamat dan sukses untuk bapak Prabowo Subianto dan Gibran Rakabuming Raka...,,5.0
2024-04-24T09:06:38Z,@Ddedi153,"Wasekk tinggal nunggu janji janjinya mudah&quot;an gk omon omon, dan kita lihat 100 hari kedepan😂😂😂 omon omon gk yaaa😂😂😂",,0.0
2024-04-24T09:00:23Z,@user-ui6ky9zw2c,Pendapat Berbeda &quot;Dissenting Opinion&quot; 👍🏻👍🏻👍🏻👍🏻,,0.0
2024-04-24T08:57:20Z,@arishaerudin3940,Alhamdulillah,,0.0
2024-04-24T08:35:35Z,@suharjo9906,SEMOGA INDONESIA DIBAWAH KEPEMIMPINAN BP PRABOWO&amp;GIBRAN BISA MEMBAWA MASYARAKAT INDONESIA KE YG LEBIH BAIK DARI SEBELUMNYA,,12.0
2024-04-24T07:56:28Z,@teguhsubroto5149,Pasangan LAWAK Indonesia😊,,2.0
2024-04-24T07:46:01Z,@user-uq1kf1kz3x,"bpk Prabowo S, dan bpk Gibran RBR, jgn menudukung itu Anis b kacang lph akan kulitnya, belajar dari pengalaman, yg terjadi wktu pil  Gub Dki Jakarta, di tolong dgn materi tpi org nya karakter jelek,",,0.0
2024-04-24T07:40:59Z,@user-uq1kf1kz3x,"bpk Ganjar P, asli dara Indonesia, dan bpk Mafud MD, 👍👍",,0.0
2024-04-24T07:38:59Z,@user-uq1kf1kz3x,"Anis b, jgn di angkat utk jadih pemerinta di NKRI, utk Masyarakat Ibukota Negarah kususnya, JAKARTA, jgn pilih Anis b, mencalonkan, Gubernur di Ibu Kota Negara Jakarta orgnya ambisi utk menguasai ekonomi harta kekayaan di Indonesia,",,0.0
2024-04-24T07:31:17Z,@user-uq1kf1kz3x,"Anis tdk puas dgn hasil pilpres, sampaisekarang,",,0.0
2024-04-24T07:30:23Z,@user-uq1kf1kz3x,"Anis jgn di jadikan Pemerinta, karena sifatnya tidak baik tipe Anis B, ( kacang lupah akan kulitnya, ) dan dia berdarah bangsawan, bkn darah asli INDONESIA, darah ARAB,",,0.0
2024-04-24T07:27:13Z,@user-uq1kf1kz3x,"selamat menyongsong jabatan bru sbgi kpla Negara dan wkl kepala Negara yg terpilih utk mempin Negara, saling mengingatkan, utk bpk Prabowo S, dan bpk Gibran R B R, jgn lph kata Terakhir yg selesai dan Finis debat Capres,dan Cawapres, yg di katakan bpk Prabowo S, dan bpk Gibran R B R, KORUPTOR  di Proses dan jadikan Korutor di miskinkan,apa yg di korupsi oleh para pejabat dari Ibukota Negara Jakarta, sampai di  Kecamatan di seluruh Wilayah INDONESIA, salam dari Manado SULUT, di monitor janji bpk Prabowo S, dan bpk Gibran R B R,",,0.0
2024-04-24T07:26:25Z,@endahkristianti735,Kami tunggu kinerjanya utk kemajuan NKRI 5 tahun kedepan,,1.0
2024-04-24T07:26:21Z,@TyoAj,"Yang Pilpres 2019 Pilih Prabowo Inilah Jawaban Dari Doa2mu Tapi Banyak Diantara Kalian Tidak Sadar, Tidak Sabar &amp; Tidak Bersyukur<br>Allah Maha Tahu kapan harus mengabulkan doa hamba2 Nya",,0.0
2024-04-24T07:26:00Z,@zulfahmi-ds8fh,Selamat sy turut bangga,,0.0
2024-04-24T07:22:39Z,@vardilafitri9410,👍👍👍menatap Indonesia maju Indonesia emas 💪💪💪,,0.0
2024-04-24T09:10:16Z,@Ddedi153,"Okeehhh tapi jangan sampe jadi Indonesia perunggu yaaa, 100 hari kedepan lihat aja udah jadi Indonesia emas atau tidak, 😂😂😂😂",,0.0
2024-04-24T07:22:15Z,@dodolampunk3749,Mantab skali pidato nyaa ...,,0.0
2024-04-24T07:21:28Z,@tohirtohirin923,Alhamdulillah,,3.0
2024-04-24T07:19:43Z,@ars2843,❤ PRABOWO SUBIANTO,,0.0
2024-04-24T07:18:31Z,@bocah765,Selamat dan sukses bapak presiden dan wakil presiden indonesia terpilih. Alhamdulillah semoga amanah ❤❤❤,,6.0
2024-04-24T07:17:44Z,@tumijanardiansyah4734,Knp Gibran jarang pake peci yah,,0.0
2024-04-24T07:26:10Z,@teamcasing,apakah penting ?,,2.0
2024-04-24T14:45:01Z,@DRWibuIndo,"Peci juga bukan budaya asli indonesia, jadi ga salah kalo ga pake wkwk",,0.0
2024-04-24T07:15:50Z,@wenslausdema6388,Baginda nabi besar tdk untuk semua le bpk...,,0.0
2024-04-24T07:14:49Z,@heruq2059,Ko Ganjar ga ada yh lgi nangis yh di pojokan rumah😂,,1.0
2024-04-24T07:13:55Z,@mindcatur,03 koq ngga ad ya..,,0.0
2024-04-24T07:30:54Z,@anggawidianto4306,Di kunci dalam kamar neneknya 😂,,0.0
2024-04-24T09:10:08Z,@mindcatur,@@anggawidianto4306 haha masokk..,,0.0
2024-04-24T07:13:15Z,@heruq2059,Keren di usia semuda itu Gibran jadi wakil presiden,,0.0
2024-04-24T11:35:14Z,@nurhaeniaja2461,Maaf nanya Andai dia bukan anak Jokowi apa mungkin dia jadi wapres ?,,2.0
2024-04-24T12:51:27Z,@muhamadrio9200,"Bapak Lo suruh jadi presiden, elo ntar gampang jadi capres berikutnya",,1.0
2024-04-24T07:05:39Z,@Floridinamaknyus123,Saya suka pak prabowo tapi jujur gak suka wakilnya 😁<br>Menurut saya walaupun prabowo gak gandeng gibran beliau akan tetap menang soalnya memang prabowo yg paling baik diantara capres yg lain,,0.0
2024-04-24T07:04:59Z,@ArdTom,ANIES DAN IMIN JANGAN DIAJAK MASUK PEMERINTAHAN,,0.0
2024-04-24T07:13:34Z,@Floridinamaknyus123,Jangan di ajak korupsi berjamaah duit rakyat,,0.0
2024-04-24T07:04:22Z,@tacqy_kelara8615,"Selamat bertugas, Mr. President !",,4.0
2024-04-24T07:01:29Z,@narendrario486,Menyala pak prabowo dan mas gibran,,0.0
2024-04-24T07:01:19Z,@user-jt2ub2wz9s,"<a href=""https://www.youtube.com/watch?v=oScwQx6MgEg&amp;t=529"">8:49</a>  DonggkoL si wan abut🤣🤣🤣🤣🤣🤣🤣",,0.0
2024-04-24T07:01:19Z,@rowosarirowosari4985,Fokus mata mas Gibran. Kok seperti &quot;kero&quot; ya?,,1.0
2024-04-24T07:00:18Z,@latifalhadidalhadid78,Ok gas ok gas.<br>Pak jendral.<br>Semoga amanh dengan tugas baru nya pak jendral di 5 tahun ke depan.<br>Indonesia jaya indonesia pusaka😊😊,,0.0
2024-04-24T06:59:31Z,@SALAM-ui3jf,"makin terlihat jelas tabiat aselinya, sgt gak pantas pimpin negara ini karna kalah akhirnya gak hadir di acara KPU dg berbagai alasan. hanya GaMa dan PDIP yg gak hadir.",,2.0
2024-04-24T06:58:35Z,@putrapendiam3757,"Semoga lebih baik di era Prabowo, dan mampu mengurangi keluhan masyarakat dan pendemo dan slalu bersikap adil dan jujur",,4.0
2024-04-24T06:57:28Z,@maryatimaryati9661,HANYA MAHA BESAR ALLOH SWT YG MAHA SEGALANYA YG MEMUTUSKAN HARI DEMI HARI,,0.0
2024-04-24T06:55:06Z,@muhammadimron,Alhamdulillah sudah beres,,0.0
2024-04-24T06:53:07Z,@AbdulSalam-qy6yc,Tunjukkan bahwa koropsi musuh bersama bangsa rakya menunggu sesegra mungkin,,1.0
2024-04-24T12:49:22Z,@muhamadrio9200,Nepotisme teman bersama yaaa....,,0.0
2024-04-24T06:44:15Z,@unknownxxx3104,Mantap semoga amanah,,1.0
2024-04-24T06:41:51Z,@MelkyHuwa-gp3rd,"Kenapa gibran gak pidato.,,, kan gibran sebagai wakil presiden?",,0.0
2024-04-24T07:21:47Z,@betysoeban9101,"Secara protokok klw pimpinan presiden sdh memberikan pidato, wakil tdk utk berpidsto lagi",,1.0
2024-04-24T06:38:52Z,@akhf,"Selamat bertugas bapak Prabowo dan Gibran aku berharap kebijakan kalian dari rakyat untuk rakyat dan say no untuk korupsi.untuk pak Anies, Muhaimin,Ganjar dan Mahmud,kalian gak kalah hebat dengan no 2 pesan dari ku untuk no 3 dan no 1 jika ingin menjadi oposisi jadilah oposisi yg mementingkan rakyat jangan hanya kerena ego saja,jika gabung pemerintah jg jangan tinggalkan idealisme kalian,kalian semua adalah anak2 bangsa terbaik",,24.0
2024-04-24T06:36:05Z,@happygaming2148,ganjar kmna nih😂,,1.0
2024-04-24T07:10:38Z,@Floridinamaknyus123,Ganjar gak jentelman masih mending si anis masih berani datang,,1.0
2024-04-24T06:35:24Z,@gianirejaalkagari4727,Tugas kami selesai jendral,,1.0
2024-04-24T06:34:37Z,@wahabanggiarko4127,sudah keturutan jd presiden,,2.0
2024-04-24T06:34:18Z,@andrikurniawan6459,Maju NKRI<br><br><br><br><br><br><br>Allahumma sholli wa sallim wa baarikh ala Sayyidina Muhammadin wa&#39;ala ali Sayyidina Muhammadin fil awwalin wal aakhirin wa fil mala&#39;il a&#39;laa ilaa Yaumiddin,,6.0
2024-04-24T08:31:44Z,@andiromanpettamassepettama9103,Semoga yg kalah menjadi oposisi supaya ada kontrol,,0.0
2024-04-24T06:34:15Z,@danieladroenisme,Ok gass,,1.0
2024-04-24T06:28:47Z,@kurniajaya1989,"Selamat kagem Pak Prabowo dan Mas Gibran, tetap lembah manah dan penuh adab  sebagai negarwan pilihan rakyat. Beliau berdua juara mengedepankan manner gentleman meskipun dalam ajang kompetisi yang hiruk pikuk penuh caci maki dan hujatan kepada mereka.... sekali lagi salut buat Pak Prabowo dan mas Gibran🙏👍",,18.0
2024-05-19T05:38:06Z,@SelfanyTuwul,❤,,2.0
2024-04-24T06:28:44Z,@irawantanujaya,Anis &amp; Muhaimin ada. Ganjar &amp; Mahfud ga ada ya di acara ini? 😊,,2.0
2024-04-24T06:34:52Z,@Siterfa,Sedang di omeli nenek,,3.0
2024-04-24T07:02:20Z,@mikael9624,​@@Siterfa😂😂😂,,0.0
2024-04-24T07:12:46Z,@Floridinamaknyus123,Gak jentelman 03,,1.0
2024-04-24T07:31:35Z,@tatikjelo8061,Lagi nangis tersedu sedu di pojokan kandang banteng😮😮,,1.0
